_id,Inspection ID,Facility ID,Facility Name,Facility Address,Facility Address 2,Facility Municipality Name,Facility City,Facility County,Facility State,Facility Postal Code,Facility Latitude,Facility Longitude,Venue Type,Inspection Date,Inspection End,Inspection Purpose,Inspection Passed,Inspection Number,Inspector Name,"Free Chlorine, Shallow","Free Chlorine, Deep","Combined Chlorine, Shallow","Combined Chlorine, Deep","Free Bromine, Shallow","Free Bromine, Deep","pH Value, Shallow","pH Value, Deep",Cyanuric Acid,Turnover,Enclosure,Main Drain Visible,Safety Equipment,Disinfectant Level,pH Balance,No Imminent Health Hazards,Abated Date
59788,201038,2395,WYNGATE SWIM CLUB POOL,100 N JAMESTOWN ROAD,,Moon Township,CORAOPOLIS,Allegheny County,PA,15108,40.5324707452378,-80.2127005140149,WADING POOL SYSTEM,2022-08-09T12:40:00,2022-08-12T13:35:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,3,3.5,0,0,,,7.6,7.4,35,355,t,t,f,t,t,t,2022-08-15
59789,201052,2243,CAMP DEER CREEK POOL,109 EISELE ROAD,,Indiana Township,INDIANOLA,Allegheny County,PA,15051,,,POOLS (OUTDOOR),2022-08-05T11:00:00,2022-08-12T12:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,2.4,2,0.2,0.2,0,0,7.4,7.4,<50,220,t,t,f,t,t,t,2022-08-15
59790,201062,1159,DEER LAKES PARK SPRAY PAD,1090 BAILEY'S RUN ROAD,,Frazer Township,TARENTUM,Allegheny County,PA,15084,40.6143837825049,-79.8147598609261,WADING POOL SYSTEM,2022-08-05T13:00:00,2022-08-12T14:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,3.2,,0.2,,0,0,7.4,,<50,250,t,t,f,t,t,t,2023-08-16
59791,201072,756,COLONY WEST SEASONAL APT POOL,350 COLONY WEST DRIVE,,Moon Township,CORAOPOLIS,Allegheny County,PA,15108,40.5185326436448,-80.224558263832,POOLS (OUTDOOR),2022-08-09T11:55:00,2022-08-15T12:30:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,3,,0,,,,7.2,,70,75,t,t,f,t,t,t,
59792,201081,2290,OAKMONT COMMONS  CONDO POOL,18 GREENWICH COURT,,Oakmont,OAKMONT,Allegheny County,PA,15139,40.5157416296583,-79.8258413330875,POOL (CONDO OUTDOOR),2022-08-15T11:00:00,2022-08-15T12:00:00,INITIAL INSPECTION,f,1,FREEMAN MICHELE,2.4,,0.2,,0,0,7.6,,<50,60,t,t,t,t,t,t,2022-08-17
59793,200762,448,ST CLAIR COUNTRY CLUB WADING POOL,2300 OLD WASHINGTON ROAD,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,40.331388228855,-80.0780288246954,WADING POOL SYSTEM,2022-07-26T14:30:00,2022-07-27T14:45:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,4.6,,0,,,,7.2,,<30,80,t,t,t,t,t,t,2022-08-10
59794,200793,1306,SAMPSON YMCA SPECIAL PURPOSE POOL,2200 GOLDEN MILE  HIGHWAY,Rt#286,Plum,PITTSBURGH,Allegheny County,PA,15239,40.4580735275282,-79.707638199256,POOLS (OUTDOOR),2022-07-26T12:01:00,2022-07-27T12:45:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,2.2,,0,,,,7.6,,<30,,t,t,f,t,f,t,2022-08-26
59795,200797,2032,HYLAND HILLS POOL,275 OAKVILLE DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15220,40.4188570505147,-80.0386528639808,POOLS (OUTDOOR),2022-07-26T14:35:00,2022-07-27T15:05:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,1,1.5,0,0.2,,,7.4,7.4,30,260,t,t,f,t,t,t,2022-09-02
59796,200799,2033,CRANE VILLAGE APTS POOL,651 OAKLYN COURT,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15220,40.4151405713794,-80.0341550654584,POOLS (OUTDOOR),2022-07-26T15:10:00,2022-07-27T15:45:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,1,1,0,0,,,7.4,7.6,<30,,t,t,f,t,t,t,
59797,200802,6641,THE RIVERS EDGE OF OAKMONT,31 1ST STREET,,Oakmont,OAKMONT,Allegheny County,PA,15139,40.5097644536191,-79.8470131665899,POOL (CONDO OUTDOOR),2022-07-22T11:00:00,2022-07-28T13:00:00,FOLLOW UP INSPECTION,t,3,FREEMAN MICHELE,4.2,4.2,0.2,0.2,0,0,7.8,7.8,<50,100,t,t,f,t,t,t,2022-08-04
59798,200807,2045,STACK(JACK)POOL/CITY OF PITTSBURGH,600 BRIGHTON WOOD ROAD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.4868892242499,-80.030636342333,POOLS (OUTDOOR),2022-07-27T12:10:00,2022-07-28T12:30:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,3,2.8,0,0,,,7.8,7.9,,820,t,t,f,t,t,t,2022-08-01
59799,200813,2213,FOX CHAPEL RACQUET CLUB POOL,355 HUNT ROAD,,Fox Chapel,PITTSBURGH,Allegheny County,PA,15238,40.5107736280778,-79.8924624837266,POOLS (OUTDOOR),2022-07-27T11:30:00,2022-07-28T13:30:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,2.4,2.4,0.2,0.2,0,0,7.2,7.2,<50,450,t,t,f,t,t,t,2023-08-09
59800,200815,2216,PITTSBURGH FIELD CLUB - WADING POOL,121 FIELD CLUB ROAD,,Fox Chapel,PITTSBURGH,Allegheny County,PA,15238,40.513121144701,-79.8898982412721,WADING POOL SYSTEM,2022-07-27T14:00:00,2022-07-28T15:30:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,0,,0,,0,0,7.0,,<50,,t,t,t,t,t,f,
59801,200816,2215,PITTSBURGH FIELD CLUB - POOL,121 FIELD CLUB ROAD,,Fox Chapel,PITTSBURGH,Allegheny County,PA,15238,40.513121144701,-79.8898982412721,POOLS (OUTDOOR),2022-07-27T14:00:00,2022-07-28T15:30:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,2.2,2.2,0,0,0,0,7.4,7.4,<50,750,t,t,t,t,t,t,
59802,200819,1308,SANDCASTLE / DRAGON'S DEN POOL,1000 SANDCASTLE DRIVE,,West Homestead,WEST HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,WATER SLIDE POOLS,2022-07-26T11:30:00,2022-07-28T11:40:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,4,,0,,,,7.8,,,230,t,t,f,t,t,t,2022-08-10
59803,200821,2166,SANDCASTLE / LANDING POOL #2,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,WATER SLIDE POOLS,2022-07-26T10:45:00,2022-07-28T10:55:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,3,,0,,,,7.8,,,225,t,t,f,t,t,t,2022-08-10
59804,200823,2164,SANDCASTLE / LANDING POOL #4,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,WATER SLIDE POOLS,2022-07-26T11:10:00,2022-07-28T11:20:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,3.6,,0,,,,7.8,,,150,t,t,f,t,f,t,2022-08-10
59805,200272,1162,PITTSBURGH GOLF CLUB - WADING POOL,5280 NORTHUMBERLAND STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.4402287098107,-79.9394493633363,POOLS (OUTDOOR),2022-06-29T14:15:00,2022-07-01T14:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1.8,,0,,,,7.4,,,50,t,t,t,t,t,t,2022-07-01
59806,200274,5426,CRAFTON BOROUGH SPLASH POOL,117 W STEUBENVILLE  STREET,,Crafton,PITTSBURGH,Allegheny County,PA,15205,40.3989892593473,-79.9038676319949,WADING POOL SYSTEM,2022-06-27T15:30:00,2022-07-01T15:50:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,3.5,,0.2,,,,7.6,,0,80,t,t,f,t,t,t,2022-10-25
59807,200313,1970,TREES HALL POOL,1970 ALLEQUIPPA STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15260,,,POOLS (SCHOOLS),2022-07-01T12:00:00,2022-07-06T14:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,3.2,3.4,0.2,0.2,0,0,7.4,7.4,<50,1983,t,t,f,t,t,t,2022-07-07
59808,200314,6801,ARSENAL 201 / POOL,3922 FOSTER STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15201,40.4689458762019,-79.9645926507751,POOLS (OUTDOOR),2022-07-01T14:25:00,2022-07-06T15:05:00,INITIAL INSPECTION,t,1,ANDERSON IAN,4.4,,0,,,,7.8,,,92,t,t,t,t,t,t,2022-07-18
59809,200322,8776,BRACKEN HOUSE NORTH SHORE POOL,100 ANDERSON STREET,,PITTSBURGH,Pittsburgh,Allegheny County,PA,15212,40.448638374196,-79.9993618360473,POOLS (OUTDOOR),2022-07-06T13:30:00,2022-07-07T14:20:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3.2,,0.4,,,,7.2,,<30,80,t,t,f,t,t,t,2022-08-12
59810,200325,2063,BUENA VISTA SWIMMING POOL,3333 FIRE STATION ROAD,,Elizabeth Township,BUENA VISTA,Allegheny County,PA,15018,40.2757972945557,-79.7995528061735,POOLS (OUTDOOR),2022-07-06T13:15:00,2022-07-07T14:10:00,FOLLOW UP INSPECTION,t,5,TIJANI ISSA,4.4,5,0,0,,,7.4,7.4,30,350,t,t,f,t,t,t,2022-08-12
59811,200326,553,AVALON POOL,708 NEW BRIGHTON ROAD,,Avalon,PITTSBURGH,Allegheny County,PA,15202,40.5046898034623,-80.0648071548667,POOLS (OUTDOOR),2022-07-06T15:45:00,2022-07-07T16:15:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,3,3,0,0,,,7.6,7.6,,570,t,t,f,t,t,t,2022-07-18
59812,200329,2418,BOWER HILL AT MT LEBANON,1150 BOWER HILL ROAD,,Mount Lebanon,PITTSBURGH,Allegheny County,PA,15228,,,POOL (CONDO OUTDOOR),2022-06-29T14:10:00,2022-07-07T14:30:00,INITIAL INSPECTION,f,1,WOLFE CURRIER,2.4,,0,,,,7.2,,<30,150,t,t,t,t,t,t,2022-07-18
59813,200331,2088,HAYMAKER SWIM & RACQUET CLUB POOL,106 PENN LEAR DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4003130703935,-79.7604742222615,POOLS (OUTDOOR),2022-07-06T15:15:00,2022-07-07T16:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2.5,,0,,,,7.5,,,350,t,t,t,t,t,t,2022-07-07
59814,200348,2201,BELLEVUE MEMORIAL POOL,320 BELLEVUE ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15202,,,POOLS (OUTDOOR),2022-07-07T13:15:00,2022-07-08T13:35:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.8,1.8,0,0,,,7.4,7.4,<30,1210,t,t,t,t,t,t,2022-07-14
59815,200349,2365,DORMONT MUNICIPAL POOL, BANKSVILLE  ROAD,,Dormont,PITTSBURGH,Allegheny County,PA,15216,,,POOLS (OUTDOOR),2022-07-07T14:55:00,2022-07-08T15:20:00,FOLLOW UP INSPECTION,t,2,WOLFE CURRIER,2.2,2.2,0,0,,,7.6,7.6,<30,1000,t,t,t,t,f,t,2022-07-18
59816,200352,1227,COBBLESTONE CONDOMINIUM/ POOL,175 COBBLESTONE DRIVE,,Ohio Township,PITTSBURGH,Allegheny County,PA,15237,40.5391381782137,-80.0826973551973,POOL (CONDO OUTDOOR),2022-07-07T14:10:00,2022-07-08T14:20:00,FOLLOW UP INSPECTION,t,4,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2022-07-25
59817,200407,2196,SEWICKLEY HEIGHTS MANOR HOMES POOL,101 GREENWOOD DRIVE,,Aleppo Township,SEWICKLEY,Allegheny County,PA,15143,40.5394293206956,-80.1527475198488,POOL (CONDO OUTDOOR),2022-07-11T13:20:00,2022-07-12T14:00:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,5,5,0,0,,,7.6,7.6,,450,t,t,f,t,t,t,2022-07-18
59818,200419,1234,LA FITNESS NORTH HILLS SPA,8700 DUNCAN AVENUE,,McCandless,MC CANDLESS,Allegheny County,PA,15237,40.5628182748753,-80.026581430395,SPA/HOT TUB (INDOOR),2022-07-11T13:40:00,2022-07-12T13:50:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,,,,,,100,t,t,f,t,t,t,2022-07-14
59819,200421,9737,CITY VIEW APARTMENTS POOL,1420 CENTRE AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.4404243018825,-79.9864331484183,POOLS (OUTDOOR),2022-07-12T12:05:00,2022-07-12T12:40:00,INITIAL INSPECTION,t,1,ANDERSON IAN,4.4,,0,,,,7.4,,,225,t,t,f,t,t,t,2022-07-14
59820,200444,1317,VILLAS OF WOODCREEK / POOL,6075 CALEDONIA  COURT,,South Fayette Township,BRIDGEVILLE,Allegheny County,PA,15017,40.3492594653883,-80.1391712315745,POOL (CONDO OUTDOOR),2022-07-12T14:30:00,2022-07-13T14:55:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,2.8,,0,,,,7.4,,<30,85,t,t,f,t,t,t,2022-08-22
59821,200451,246,OXFORD ATHLETIC CLUB - OUTDOOR WADING POOL,100 VILLAGE CLUB DRIVE,,Pine Township,PINE,Allegheny County,PA,15090,40.6340511885245,-80.0506397510035,WADING POOL SYSTEM,2022-07-11T14:20:00,2022-07-13T14:40:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,4.8,,0,,,,7.4,,,80,t,t,t,t,t,t,2022-07-14
59822,200453,2535,OXFORD ATHLETIC CLUB SPA,100 VILLAGE CLUB DRIVE,,Pine Township,PINE,Allegheny County,PA,15090,40.6340511885245,-80.0506397510035,SPA/HOT TUB (INDOOR),2022-07-11T15:00:00,2022-07-13T15:20:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.6,,0.6,,,,7.6,,,50,t,t,t,t,t,t,2022-07-14
59823,200467,8936,PARK WEST 205 APARTMENT POOL,1000 PARK WEST PLACE,,Robinson Township,Pittsburgh,Allegheny County,PA,15205,40.4331488965678,-80.1426635507888,POOLS (OUTDOOR),2022-07-08T13:20:00,2022-07-13T14:00:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,4,,0.2,,,,7.4,,70,45,t,t,f,t,t,t,2023-06-22
59824,200494,780,BIRNAM WOODS APARTMENTS POOL,900 MACBETH DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4264249856597,-79.7585263135847,POOLS (OUTDOOR),2022-07-13T14:15:00,2022-07-14T14:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,2022-07-13
59825,200495,2315,MEWS POOL,710 BROWNS LANE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.5459083968324,-80.020949267413,POOL (CONDO OUTDOOR),2022-07-13T14:30:00,2022-07-14T15:30:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,1,1,0,0,,,7.2,7.2,,275,t,t,t,t,t,t,2022-07-14
59826,200530,750,GREENBRIER VILLAGE APARTMENTS POOL,1701 GREENVALLEY DRIVE,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.3980219035284,-80.0618772304771,POOLS (OUTDOOR),2022-07-14T13:20:00,2022-07-15T13:45:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,3.6,,0,,,,7.4,,,65,t,t,f,t,t,t,2023-08-25
59827,200537,2090,BELMONT RIDGE OUTDOOR POOL,1100 BELMONT BOULEVARD,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4326082197618,-79.7794011417214,POOLS (OUTDOOR),2022-07-13T13:30:00,2022-07-15T14:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2.5,,0,,,,7.2,,,180,t,t,t,t,t,t,2022-07-15
59828,200573,9717,KAUFMANNS GRAND ON 5TH POOL,434 5TH AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.4397023331167,-79.9980759597604,POOLS (OUTDOOR),2022-07-12T11:00:00,2022-07-18T11:45:00,INITIAL INSPECTION,t,1,MURPHY COLLEEN,2,,0,,,,7.3,,,20,t,t,f,t,t,t,2022-07-18
59829,200359,357,EDGEWOOD CLUB OUTDOOR POOL,1 PENNWOOD AVENUE,,Edgewood,PITTSBURGH,Allegheny County,PA,15218,40.432248678758,-79.8852384206905,POOLS (OUTDOOR),2022-07-07T12:00:00,2022-07-08T12:20:00,INITIAL INSPECTION,f,1,ANDERSON IAN,2.8,2.6,0.2,0,,,7.4,7.6,,350,t,t,t,t,t,t,2022-07-14
59830,200361,358,EDGEWOOD CLUB WADING POOL,1 PENNWOOD AVENUE,,Edgewood,PITTSBURGH,Allegheny County,PA,15218,40.432248678758,-79.8852384206905,WADING POOL SYSTEM,2022-07-07T12:20:00,2022-07-08T12:40:00,INITIAL INSPECTION,t,1,ANDERSON IAN,2,,0.2,,,,7.6,,,55,t,t,f,t,t,t,2022-07-14
59831,200362,2220,INGOMAR SWIM CLUB POOL, INGOMAR HEIGHTS ROAD,,Franklin Park,PITTSBURGH,Allegheny County,PA,15237,,,POOLS (OUTDOOR),2022-07-07T15:05:00,2022-07-08T15:20:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,1,1.4,0,0,,,7.4,7.4,<30,500,t,t,t,t,t,t,2022-07-14
59832,200363,2505,INGOMAR SWIM CLUB WADING POOL, INGOMAR HEIGHTS ROAD,,Franklin Park,PITTSBURGH,Allegheny County,PA,15237,,,WADING POOL SYSTEM,2022-07-07T15:25:00,2022-07-08T15:45:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,1.6,,0.2,,,,7.4,,,50,t,t,t,t,t,t,2022-07-14
59833,200417,12,WALDORF PARK APT POOL,103 MCKNIGHT CIRCLE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.5407662525837,-80.015073768321,POOLS (OUTDOOR),2022-07-08T14:00:00,2022-07-12T15:15:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.4,2.2,0.2,0.2,,,7.4,7.4,,,t,t,f,t,t,t,2022-07-14
59834,200426,1985,HIGHLAND PARK POOL/CITY OF PITTSBURGH,151 LAKE DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,,,POOLS (OUTDOOR),2022-07-12T09:30:00,2022-07-12T11:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,3.4,3.2,0.2,0.2,0,0,7.6,7.6,<50,,t,t,t,t,t,f,2022-07-15
59835,200450,245,OXFORD ATHLETIC CLUB - OUTDOOR POOL,100 VILLAGE CLUB DRIVE,,Pine Township,PINE,Allegheny County,PA,15090,40.6340511885245,-80.0506397510035,POOLS (OUTDOOR),2022-07-11T14:00:00,2022-07-13T14:20:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,2.2,1.6,0,0,,,7.6,7.6,,300,t,t,t,t,t,t,2022-07-14
59836,200452,2534,OXFORD ATHLETIC CLUB INDOOR POOL,100 VILLAGE CLUB DRIVE,,Pine Township,PINE,Allegheny County,PA,15090,40.6340511885245,-80.0506397510035,POOLS (INDOOR),2022-07-11T14:40:00,2022-07-13T15:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,4.4,4.4,0.4,0.4,,,7.4,7.4,,250,t,t,t,t,t,t,2022-07-14
59837,200471,2359,SETTLERS CABIN WAVE POOL,635 RIDGE ROAD,,Robinson Township,OAKDALE,Allegheny County,PA,15071,,,POOLS (OUTDOOR),2022-07-08T15:25:00,2022-07-13T16:00:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,5,5,0.2,0.2,,,7.0,7.2,<30,2300,t,t,t,t,f,t,2023-07-12
59838,200487,2124,GREEN OAKS COUNTRY CLUB POOL-WADING,5741 3RD STREET,,Penn Hills,VERONA,Allegheny County,PA,15147,,,WADING POOL SYSTEM,2022-07-13T10:50:00,2022-07-14T10:59:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,2023-08-23
59839,200488,2125,ROSEDALE BEACH CLUB POOL,5401 3RD STREET,,Penn Hills,VERONA,Allegheny County,PA,15147,,,POOLS (OUTDOOR),2022-07-13T11:50:00,2022-07-14T12:00:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,
59840,200502,1997,SCHENLEY PARK POOL / CITY OF PITTSBURGH,1 OVERLOOK DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,,,POOLS (OUTDOOR),2022-07-08T12:00:00,2022-07-14T12:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,5,,0,,,,7.2,,,400,t,t,t,t,t,t,2022-07-15
59841,201083,8496,WATERFORD LANDING APTS POOL,1200 LANDING LANE,,Moon Township,Coraopolis,Allegheny County,PA,15108,40.524662981294,-80.2252113266614,POOLS (OUTDOOR),2022-08-09T14:55:00,2022-08-15T15:10:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,2.5,,,,,,,,,,t,t,f,t,t,t,2022-08-16
59842,201146,2481,MAIDENBRIDGE & CANONGATE COMMUNITY POOL,100 WHITE HAMPTON LANE,,Whitehall,PITTSBURGH,Allegheny County,PA,15236,40.3641474984428,-79.9983186356376,POOLS (OUTDOOR),2022-08-17T14:00:00,2022-08-17T14:15:00,FOLLOW UP INSPECTION,t,3,CONLEY FAON,,,,,,,,,,,t,t,t,t,t,t,2022-08-17
59843,201148,5902,THE RIDGE @ ROBINSON POOL,1501 MEREDITH DRIVE,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.441979755413,-80.1433568410581,POOLS (OUTDOOR),2022-08-11T15:25:00,2022-08-17T15:45:00,FOLLOW UP INSPECTION,t,4,MANOWN MARYANN,2.5,,,,,,,,,200,t,t,t,t,t,t,
59844,201149,8936,PARK WEST 205 APARTMENT POOL,1000 PARK WEST PLACE,,Robinson Township,Pittsburgh,Allegheny County,PA,15205,40.4331488965678,-80.1426635507888,POOLS (OUTDOOR),2022-08-11T15:55:00,2022-08-17T16:15:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,,,,,,,,,100,70,t,t,f,t,t,t,2023-06-22
59845,201152,2212,ETNA POOL, PINE STREET,,Etna,PITTSBURGH,Allegheny County,PA,15223,,,POOLS (OUTDOOR),2022-08-15T12:00:00,2022-08-17T12:30:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,1.6,1.6,0.2,0.2,0,0,7.2,7.2,<50,450,t,t,f,t,t,t,2022-08-18
59846,201181,2362,CRAFTON BOROUGH POOL,117 W STEUBEN STREET,,Crafton,PITTSBURGH,Allegheny County,PA,15205,40.4382087367224,-80.0729088020526,POOLS (OUTDOOR),2022-08-18T16:16:00,2022-08-19T16:25:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,,,,,,,,,,475,t,t,t,t,t,t,2022-08-22
59847,201185,350,VENTANA HILLS POOL,1350 VENTANA DRIVE,,ROBINSON TOWNSHIP,CORAOPOLIS,Allegheny County,PA,15108,40.4674869213783,-80.1500607784988,POOLS (OUTDOOR),2022-08-18T14:40:00,2022-08-19T15:00:00,FOLLOW UP INSPECTION,t,9,MANOWN MARYANN,,,,,,,,,,,t,t,f,t,t,t,2023-09-14
59848,201215,10979,THE VIEW NORTH HILLS POOL,1000 JOHNANNA DRIVE,,Ross Township,Pittsburgh,Allegheny County,PA,15237,40.5475029051202,-80.0140723932308,POOLS (OUTDOOR),2022-08-16T15:00:00,2022-08-22T15:30:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2022-08-22
59849,201217,2461,JAMESTOWN CONDO POOL,500 ALDEN DRIVE,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.3927673132354,-80.0608446849484,POOL (CONDO OUTDOOR),2022-08-18T13:10:00,2022-08-22T14:15:00,FOLLOW UP INSPECTION,t,6,ANDERSON IAN,1,1,,,,,7.4,7.6,,,t,t,f,t,f,t,2022-08-22
59850,201255,1240,HIGHLANDS ESTATES CONDO ASSOCIATION POOL,601 GLENGARRY  COURT,,Plum,PLUM BOROUGH,Allegheny County,PA,15239,40.504088546039,-79.753525623807,POOL (CONDO OUTDOOR),2022-08-22T14:30:00,2022-08-23T14:40:00,FOLLOW UP INSPECTION,t,5,WILSON ANGELA,2.2,,,,,,,,,,t,t,f,t,t,t,2022-08-23
59851,201279,10717,CONNECTIONS AT SOUTH SIDE - POOL,2984 SIDNEY STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15203,40.4250591872076,-79.961858788153,POOLS (OUTDOOR),2022-08-24T13:00:00,2022-08-25T13:30:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,4.6,4.6,0.2,0.2,,,7.2,7.2,,120,t,t,f,t,t,t,2022-08-26
59852,201293,10879,NEWPORT SQUARE POOL,520 NEWPORT DRIVE,,Penn Hills,Pittsburgh,Allegheny County,PA,15235,40.4557777913216,-79.8296419198048,POOL (CONDO INDOOR),2022-08-25T15:00:00,2022-08-26T15:20:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,7.4,,,,t,t,f,t,f,t,2022-08-26
59853,200577,9717,KAUFMANNS GRAND ON 5TH POOL,434 5TH AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.4397023331167,-79.9980759597604,POOLS (OUTDOOR),2022-07-12T11:00:00,2022-07-18T11:30:00,FOLLOW UP INSPECTION,t,2,MURPHY COLLEEN,2,,0,,,,7.3,,,20,t,t,f,t,t,t,2022-07-18
59854,200579,2013,ORMSBY POOL / CITY OF PITTSBURGH,79 S 22ND STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.4291370571759,-79.9743418905297,POOLS (OUTDOOR),2022-07-15T14:05:00,2022-07-18T14:40:00,INITIAL INSPECTION,f,1,WOLFE CURRIER,1.2,1.8,0,0,,,7.4,7.4,<30,650,t,t,t,t,t,t,2022-07-25
59855,200583,844,GLENMORE FARMS CONDO POOL,199 ROSE CIRCLE,,Richland Township,GIBSONIA,Allegheny County,PA,15044,40.6252647867085,-79.9486379113888,POOL (CONDO OUTDOOR),2022-07-15T09:00:00,2022-07-18T09:30:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,2.6,,0,,,,7.2,,<30,45,t,t,t,t,t,t,2022-07-21
59856,200585,2293,RICHLAND SWIM CLUB POOL,4104 DICKEY ROAD,,Richland Township,GIBSONIA,Allegheny County,PA,15044,40.6428212100039,-79.9457762940709,POOLS (OUTDOOR),2022-07-15T13:00:00,2022-07-18T13:15:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,1.8,1.8,0,0,,,7.6,7.8,<30,775,t,t,t,t,t,t,2022-07-21
59857,200586,263,RICHLAND SWIM CLUB WADING POOL,4104 DICKEY ROAD,,Richland Township,GIBSONIA,Allegheny County,PA,15044,40.6428212100039,-79.9457762940709,WADING POOL SYSTEM,2022-07-15T13:15:00,2022-07-18T13:30:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,4.4,,0.2,,,,7.2,,,60,t,t,t,t,t,t,2022-07-21
